PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,Attrition
-0.14939378173044032,-0.7149430015455176,-2.138987536235849,-1.4448169440111336,1.6418055433863543,0.20157816967509345,2.5929154458453256,0.9144436621786625,2.9988656157015092,-1.0382278049676854,-1.1167021986445285,0.6449277271435543,-1.6279963066170575,-0.8769538751889218,0.2518138863962601,-0.6433981406403636,-0.08125540658330288,1.0034301501957918,0.00332497218008624,-0.03764126305080488,0.9485042887314871,1.8409366918636056,1
1.0012240060464344,-1.1559211770974112,3.0862450005580917,0.6298020080042047,1.2453464523683253,-0.5544867611888924,1.2389644428915116,-0.12461425329094888,-1.9542813837124655,-1.046504033047505,1.1955609503474252,1.455744386046289,0.7273486494992848,-0.6365323413070931,-0.04652184107089268,-1.4781403565926003,0.8803629461937675,-0.4953501662752326,0.96579113827484,-0.7241194868019993,0.10963586080072492,-0.008557321768309738,0
-2.1439427414022916,0.4996598057826119,0.41959005444283504,-0.8045676300885244,0.2838097384209571,3.0843492287434575,0.45984210470490194,-0.8887217786961641,2.1746131802451347,1.2002794197243976,0.682049085662946,0.7887461128179274,0.055039544540895484,-0.6730182075245689,-1.7107512267377871,0.3500837508945135,-0.16411126149874056,1.0250369338427845,-0.011234208288620578,-1.541972659537851,0.398822178347811,1.158457830297674,1
-0.5478741382251114,-0.6431197770634501,-0.6506833092710873,-0.2982647656517536,-0.9565842556562921,1.470743044397522,2.0676366305118075,0.9115076728200686,0.6896801593764409,-0.3220418919995225,-0.1792934278109144,-0.0062678604573633365,0.5083056821312701,-0.9349365646621445,1.967706704922475,0.6943042312661307,-1.071976594618434,-0.23019785003577092,0.4700791736722516,-1.5517639114032824,-1.1281660712969355,-0.610617633673199,0
-1.4995040872420682,1.3758004917741111,-0.3463654207576075,-0.40472242222109694,-0.2732888912325061,1.6393253950511217,0.7501035690239298,-1.9897127224986204,-0.5676785554155102,-1.2779646236117694,0.6456370209531472,-0.015535605378047365,1.2893322107443892,-0.1616717526453182,0.13665152597559613,-1.7729999158767191,1.6524241257739352,-0.5248337581386319,0.12891979654133695,0.8775011681982156,-0.6455878842321009,2.1930681307948574,0
-0.25862259233397905,-0.7867840603060305,-0.1920095375256439,1.6418022280217834,-1.034613701322686,2.2127045380438446,0.8271305830186187,0.8215327336103053,0.6257392774957491,-0.9266078287494174,1.3072665582043181,0.4491670971204924,-1.6213430071394777,-0.7371983036158996,0.4418788852723169,-0.8172689035449993,-0.1129630083957747,-0.16441346837303505,0.8907906846101997,-1.012704258622577,1.1682417601008657,0.05242961656941013,0
-0.6938790551150569,2.220456383911007,3.7682268124342517,-1.1699383425684307,0.9539186746774067,0.12721988774761364,0.5245451575905904,-0.16170263306803187,3.0581626930437804,0.3590438938747803,-2.1138373921098634,0.7683503530136939,0.32548416627558957,-0.854676184544948,0.2484468334749228,0.4778623328821291,0.32507277483776864,0.6008099526681776,1.894500262650025,-0.0642148780106191,-0.5811770065417242,0.21639149777162842,0
-2.404364734607903,0.6875028419799444,4.186102799577076,0.37923226723199904,0.22517042465248158,-0.02749530291404095,1.3826724565935586,0.17170205184727155,0.326703465384544,0.3601513459842452,0.10301803670259026,0.4868515132165509,-0.9080339672949551,1.9259102897313398,-0.3431290217215668,-1.5095332011117528,-0.07707766649374977,-1.5573179722899142,0.8110003100429524,-1.4733236105524812,0.5635819737410558,0.3621129837930567,0
1.4031918588322472,-2.051522768033626,2.4930966713098397,1.5725184263790786,1.8818279938804132,0.15997085397410213,0.3143842879785234,0.47973305330004623,-1.175537733781207,-0.06818567311857947,1.0850360835811188,-1.329310301900696,-0.030164575806545253,1.1231869771676752,-0.8854667260498889,-0.2420995608139792,-0.11005786481141006,-0.24393072915494945,1.9822570998292544,-1.682139806136949,0.9576381649960874,-0.4517464961102808,0
1.8561218392694319,1.715541214006885,0.5346172837997804,0.5478746733262181,-1.065103066104047,0.5886900110523614,0.07846564076597022,0.6047630340715938,1.407966519858729,0.4208000835395684,0.4386526457621682,0.6389480617228116,-0.9278444798272197,2.0070703220563106,0.8557569690722484,-0.40367733040126413,1.6389547528294275,0.6428699531310579,0.18935149181703978,-1.759592068649032,-0.2718018402863994,1.951891903271316,0
-0.9961386073311442,0.7109099405192425,0.6009744936334922,0.12572106920636833,-1.7014010890830589,1.3191948260618207,-1.0734087565382386,0.113184815568827,0.31499851684576374,-1.470750113453572,0.20144876316007707,1.2647831158971088,0.32972976380201846,2.121839667267975,0.39829922995997324,-0.4447694891432545,0.6393708895661266,0.7812650442500509,1.3882201332178505,0.36302202213170665,-1.5706799003813807,0.181986028664963,0
0.00012736000176894878,-1.2155832459689218,-0.8453221408853242,1.5918420733199476,-0.379677888724355,1.943648399988152,1.9390312964771246,1.0917479299097095,-1.0889256776776637,-0.3048380057226214,-0.2521061830989853,0.3099325858713767,1.7375961244341978,0.48635635077367073,-1.1523574984727596,1.011385230403392,0.37669002558191284,-0.7864133238919268,1.1673441301016945,-0.878929056803392,0.5300754525804382,-0.20596921165283058,0
-1.2613173112079847,0.2700315575886705,0.44425949186730374,0.8086129054443563,-0.6786579024861583,-0.9447701399362147,2.286704887373241,0.4298999525476887,-0.1729119594972241,-1.315156680270007,1.1258772985691428,-1.0514437414859104,0.2692926853879589,2.305398772406652,-0.14224444129586541,-1.7850912014508717,1.7654663122946002,-1.4840226324659647,0.3556634740528311,0.9491391850812709,0.10955278596917019,0.6496435287905701,0
-1.5682071994503268,1.551336275668287,0.5762984077302222,0.1272082585315776,-2.207600671888254,0.9640303740280929,0.7250786341138566,0.038403641801741925,1.282948595741515,-0.494700905667633,0.9792249158346396,0.7202063724324652,-0.35085847132030945,2.5097989346917338,-0.16268377921577107,-0.9912371601286463,-0.0812406279296979,0.5720721906190833,-0.16465737823045387,-0.40095492805342603,0.8946656593562192,0.10376991335579758,0
-1.7358544372315041,-0.29010764280630885,-0.3936270253106508,0.4797400995063851,0.6128543059328456,1.2711960812450043,0.7437479145684728,0.9151329919901068,-1.033510749892385,-0.4334272726533112,0.42041718486655494,-0.7986311071143319,0.8019567642652571,1.1126624440872428,-1.6580002236628077,1.2597485931209718,0.6958641871635807,0.30508495806751273,1.4585062520916154,-1.682981281126901,-0.9575894217076126,1.84283439543446,1
