Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
0.5655149949914914,0.7125555378311378,0.8326031924461194,1.4976630229860388,-1.1083676257313453,-0.8043377834248702,-0.9187477158253761,0.0,-1.826919749716851,-0.5079936965351456,-1.0794856442761742,1.4747059027916245,0.5633283932391489,0.0899698741894175,1.0586334303632126,1.3490471465827494,1.2829174597979147,0.0030203056103428705,0.7212463750546811,2.215971603271934,0.0,1.586435792425881,-1.1582581505072025,-0.3587508994583052,-1.4801877088669295,0.0,-0.7939267294174432,-0.29792326931392654,-2.1237484009646725,-2.2618512891890337,-0.06022153380216724,0.07371178400485019,-0.6725995786174942,0.4074362465640117,1
1.4525641470978834,-0.80678973917198,-1.3146483467682586,-0.3888163617367601,-0.20144833485351935,-1.8168855276041662,-0.9187477158253761,0.0,-1.8251684748479802,0.42273601320057597,0.9263671131731709,-0.23611322243549074,-0.8128211548135977,0.0899698741894175,0.6353416199776166,-0.49124105337653623,-0.1249333233101633,-0.19281701606071772,1.4848855734127389,-0.6924044020242298,0.0,-0.6303438215238834,2.288968095091798,2.7874494572973783,1.3583058298202475,0.0,0.43598489279908376,-0.03383057636320127,0.3011889415568204,0.4904507730113811,0.6102928611478591,0.9465925708645444,-0.34497496398066685,0.9978174237490572,0
0.12199041893829538,0.7125555378311378,1.5396568584571722,-0.3888163617367601,-0.978807727034513,-0.8043377834248702,1.4440684956715417,0.0,-1.8216659251102385,1.3534657229362976,0.9263671131731709,1.3710198952021024,-0.8128211548135977,-0.8576525192830411,-1.0578256215647668,0.4289030466031066,1.2829174597979147,-0.882672703059587,-1.6820786849214981,1.3850070303301727,0.0,1.586435792425881,-0.009182735307535618,-0.3587508994583052,-0.5340231959712037,0.0,-0.7939267294174432,-0.42996961578928916,0.3011889415568204,0.4904507730113811,-1.0659931262272069,-1.0901292651414087,-0.6725995786174942,-1.0685166963986024,1
-0.3215341571149007,-0.80678973917198,1.5892288867014894,-0.3888163617367601,-0.8492478283376808,1.220757704933722,-0.9187477158253761,0.0,-1.8199146502413677,1.3534657229362976,-1.0794856442761742,-0.4953282414092961,0.5633283932391489,-0.8576525192830411,0.6353416199776166,0.4289030466031066,-0.1249333233101633,-0.6968201347529838,1.2389678654669236,-0.6924044020242298,0.0,1.586435792425881,-1.1582581505072025,-0.3587508994583052,0.41214131692452183,0.0,-0.7939267294174432,-0.29792326931392654,0.3011889415568204,0.4904507730113811,0.27503566367284593,0.9465925708645444,0.31027426529298774,-1.0685166963986024,0
-0.9868210211946947,0.7125555378311378,-0.5006234619142053,-0.3888163617367601,-0.978807727034513,-1.8168855276041662,0.6564630918392358,0.0,-1.816412100503626,-1.4387234062708671,0.9263671131731709,-1.3248163021254733,0.5633283932391489,-0.8576525192830411,-1.0578256215647668,-0.49124105337653623,-0.1249333233101633,-0.5699683817818101,0.32071564592325325,2.631453889742814,0.0,-0.6303438215238834,-0.8709892967072856,-0.3587508994583052,1.3583058298202475,0.0,0.43598489279908376,-0.5620159622646518,0.3011889415568204,0.4904507730113811,-0.7307359287521936,-0.5082087405682792,-0.017350349343839545,-0.4781355192135567,0
-0.4324153011281997,-0.80678973917198,0.5795249429882886,-0.3888163617367601,-0.978807727034513,-0.8043377834248702,-0.9187477158253761,0.0,-1.8146608256347552,1.3534657229362976,0.9263671131731709,0.6970608458702086,0.5633283932391489,-0.8576525192830411,-1.0578256215647668,1.3490471465827494,1.2829174597979147,-0.6607388669132402,-0.3500713286108697,-1.1078866884951104,0.0,-0.6303438215238834,-0.583720442907369,-0.3587508994583052,0.41214131692452183,0.0,-0.7939267294174432,-0.29792326931392654,-0.5071235059503438,-0.8857002580888261,0.10740706493533934,0.9465925708645444,0.31027426529298774,0.7026268351565345,0
2.5613755872308737,0.7125555378311378,1.4118132066691957,-0.3888163617367601,-0.8492478283376808,0.2082099607544259,0.6564630918392358,0.0,-1.8111582758970135,0.42273601320057597,-1.0794856442761742,0.8007468534597307,1.9394779412918954,-0.8576525192830411,-1.0578256215647668,-1.411385153356179,-0.1249333233101633,-0.7510554996190133,-0.6173731850737123,0.5540424573884116,0.0,1.586435792425881,1.4271615336920478,2.7874494572973783,-1.4801877088669295,0.0,2.895808137232138,0.23026211658752402,0.3011889415568204,-0.8857002580888261,-0.8983645274897002,-1.0901292651414087,-0.6725995786174942,-1.0685166963986024,0
-0.6541775891547977,0.7125555378311378,1.5005210466853427,-0.3888163617367601,1.871510044295797,-1.8168855276041662,-0.9187477158253761,0.0,-1.8094070010281427,1.3534657229362976,0.9263671131731709,0.0749448003330757,0.5633283932391489,-0.8576525192830411,-1.0578256215647668,0.4289030466031066,-1.5327841064182415,-0.7458361967239561,-0.1431234176335847,-0.6924044020242298,0.0,-0.6303438215238834,2.001699241291881,2.7874494572973783,-0.5340231959712037,0.0,0.43598489279908376,-1.222247694641465,-0.5071235059503438,0.4904507730113811,-0.8983645274897002,-1.0901292651414087,-0.6725995786174942,-1.0685166963986024,0
0.2328715629515944,-0.80678973917198,-1.4790187562099424,-0.3888163617367601,1.7419501455989648,0.2082099607544259,-0.9187477158253761,0.0,-1.8076557261592718,1.3534657229362976,0.9263671131731709,-1.117444286946429,-0.8128211548135977,1.037592267661876,-0.21124200079357505,0.4289030466031066,1.2829174597979147,0.8047506155336999,-0.7829596508930627,-1.1078866884951104,0.0,-0.6303438215238834,1.7144303874919646,2.7874494572973783,-0.5340231959712037,0.0,-0.7939267294174432,-0.03383057636320127,-0.5071235059503438,0.4904507730113811,0.4426642624103525,0.9465925708645444,-0.34497496398066685,1.2930080123415801,0
0.011109274924996363,0.7125555378311378,1.3465868537161467,-0.3888163617367601,2.260189740386294,0.2082099607544259,0.6564630918392358,0.0,-1.805904451290401,0.42273601320057597,0.9263671131731709,1.4747059027916245,0.5633283932391489,0.0899698741894175,-1.9044092423359584,0.4289030466031066,-0.1249333233101633,-0.16853591128806014,0.31297796060459204,1.3850070303301727,0.0,-0.6303438215238834,-0.583720442907369,-0.3587508994583052,-0.5340231959712037,0.0,1.6658965150156109,0.8904938489643371,0.3011889415568204,-0.8857002580888261,0.10740706493533934,0.9465925708645444,1.620772723840297,0.9978174237490572,0
